petercoy	726152721410174976	2016-04-29T20:54:34	RT AEAjournals: Congratulations to Yuliy Sannikov, winner of the 2016 John Bates Clark Medal! 
petercoy	725389337081335811	2016-04-27T18:21:09	Thursday is Workers' Memorial Day. Thirteen people a day die on the job.  
petercoy	725335179313684481	2016-04-27T14:45:57	Don't sweat the small stuff—even if it's a microscopic GDP number. petercoy on why size doesn't matter so much. 
petercoy	725310907589484545	2016-04-27T13:09:30	Noah Smith: Japan's growing poverty defies glib explanations  via BV
petercoy	724307881047281665	2016-04-24T18:43:50	Mario Draghi and Germany’s Fiscal Fetish by Hans-Helmut Kotz via ProSyn 
petercoy	723221490880094208	2016-04-21T18:46:54	So have you noticed how many people begin sentences with "so"? sarahcpr  says it's Googlers. But not just. 
petercoy	722808458894905345	2016-04-20T15:25:40	Next recession, we can always drop money out of helicopters. Should probably weigh it down first, tho  via petercoy
petercoy	722795243712720896	2016-04-20T14:33:09	petercoy At this point, dropping money might really cause a panic. Desperate acts imply desperate circumstances. 
petercoy	722792360367779840	2016-04-20T14:21:42	How to use math words to sound smart, by former Googler sarahcpr. Asymptotically brilliant! 
petercoy	722764588765327360	2016-04-20T12:31:20	China is deeply conflicted over Trump  via ForeignAffairs
petercoy	722455441394049024	2016-04-19T16:02:54	Helicopter Ben benbernanke  justifies using "helicopter money" as a last resort (i.e. not now). 
petercoy	722441357726523393	2016-04-19T15:06:56	My business  video on how realDonaldTrump and BernieSanders have a point about trade with China. 
petercoy	722090728944492545	2016-04-18T15:53:40	How to (and how not to) boost economic growth through competition  via WSJ
petercoy	722090329109831680	2016-04-18T15:52:04	Ad-industry jargon detox: out with "agnostic" and "thought leadership" jargondetox 
petercoy	720676844610129920	2016-04-14T18:15:23	Americans divided on how much they trust their neighbors 
petercoy	719865769778130944	2016-04-12T12:32:28	Lagarde wants to be an architect of global finance, not just a firefighter 
